CATEGORY;UNIT UPC;CASE UPC;DESCRIPTION;UNITS PER CASE;X;X;SELL PRICE PER UNIT;SELL PRICE PER CASE;No. OF CASES IN STOCK;NO. OF CASES ORDERED;SUBTOTAL;
STATIONERY;71641251748;7164125174;SANFORD MAJOR ACCENT 4CT H/LTRS;144;24;6;$0,99;$142,56;83;;$0,00;
STATIONERY;71641251625;7164125162;SANFORD MAJOR ACCENT YELLOW 2PK;144;24;6;$0,75;$108,00;167;;$0,00;
STATIONERY;71641271746;7164127174;SANFORD POCKET ACCENT 4 COLOR  ;144;24;6;$1,00;$144,00;83;;$0,00;
STATIONERY;71641301733;7164130286;SANFORD SHARPIE ASST 3PK       ;48;8;6;$0,82;$39,36;246;;$0,00;
STATIONERY;21200010323;2120001032;SCOTCH DOUBLE STICK TAPE  #136P;72;6;12;$0,84;$60,48;239;;$0,00;
STATIONERY;21200010330;2120001033;SCOTCH DOUBLE STICK TAPE 450   ;72;6;12;$1,87;$134,64;144;;$0,00;
STATIONERY;21200010545;5114192391;SCOTCH HD MOUNTING SQ 1IN 16CT ;24;4;6;$0,70;$16,80;42;;$0,00;
STATIONERY;51131591165;5113164594;SCOTCH MAGIC REFILL 3/4    #205;72;6;12;$0,95;$68,40;100;;$0,00;
STATIONERY;21200010231;2120086861;SCOTCH MAGIC TAPE #105  3/4X300;144;12;12;$0,67;$96,48;208;;$0,00;
STATIONERY;21200011139;2120001113;SCOTCH MAGIC TAPE #122 3/4X650 ;144;12;12;$1,40;$201,60;35;;$0,00;
STATIONERY;21200000041;2120000004;SCOTCH MAGIC TAPE 1/2X800  #119;144;12;12;$1,16;$167,04;22;;$0,00;
STATIONERY;51131576346;5113191170;SCOTCH MAGIC TAPE 75X300  3PK  ;72;12;6;$2,04;$146,88;50;;$0,00;
STATIONERY;51131642058;5113161129;SCOTCH MAIL TAPE #143 2X800 TAN;36;6;6;$1,72;$61,92;99;;$0,00;
STATIONERY;51131645967;5113164596;SCOTCH MAIL&STORAGE TAPE SINGLE;12;1;12;$3,09;$37,08;108;;$0,00;
STATIONERY;21200013393;5114192390;SCOTCH MOUNTING TAPE 1X50 #114 ;24;4;6;$1,69;$40,56;410;;$0,00;
STATIONERY;51131534056;5114192384;SCOTCH POSTER TAPE 3/4X150  109;24;4;6;$2,68;$64,32;1;;$0,00;
STATIONERY;51131657731;5113165773;SCOTCH SATIN TAPE 3/4X650 #15  ;144;12;12;$0,92;$132,48;34;;$0,00;
STATIONERY;21200010309;2120001030;SCOTCH TRANS TAPE 1/2X450 #144 ;144;12;12;$0,51;$73,44;210;;$0,00;
STATIONERY;51131661691;5113166169;SCOTCH UTILTY REFILL 2PK 8.33YD;72;6;12;$0,50;$36,00;29;;$0,00;
STATIONERY;51141902708;5114190270;SCOTCH UTLTY 1/2X700 RK-2S     ;144;12;12;$0,61;$87,84;28;;$0,00;
STATIONERY;51131661684;5113166168;SCOTCH UTLTY REFILL 2PK  12.5YD;72;6;12;$0,46;$33,12;56;;$0,00;
STATIONERY;71641302174;7164130217;SHARPIE ASST COLORS  8PC       ;12;1;12;$2,37;$28,44;377;;$0,00;
STATIONERY;71641301627;7164130162;SHARPIE FINE BLACK 2CT         ;144;24;6;$0,67;$96,48;114;;$0,00;
STATIONERY;71641321014;7164132101;SHARPIE FINE MARK TWIN TIP BLCK;48;8;6;$0,52;$24,96;368;;$0,00;
STATIONERY;71641301023;7164198983;SHARPIE FINE RED               ;144;24;6;$0,34;$48,96;33;;$0,00;
STATIONERY;71641391086;7164139108;SHARPIE METALIC FINE 2CT       ;48;8;6;$1,15;$55,20;226;;$0,00;
STATIONERY;71641327245;7164132724;SHARPIE RT 2CT  BLACK          ;48;8;6;$1,71;$82,08;162;;$0,00;
STATIONERY;71641371019;7164137101;SHARPIE U/FINE MARK BLK        ;48;8;6;$0,44;$21,12;683;;$0,00;
STATIONERY;71641371613;7164137161;SHARPIE ULT FINE BLK 2P        ;144;24;6;$0,58;$83,52;114;;$0,00;
STATIONERY;71641376007;7164137600;SHARPIE ULTRA FINE CL  8 COUNT ;48;8;6;$2,68;$128,64;92;;$0,00;
STATIONERY;41540303763;4154030376;SHARPWRITER MECH PENCIL 7MM 5PK;36;6;6;$1,39;$50,04;295;;$0,00;
SUN & SWIM;79656031782;7965611039;B BOAT ULT MIST SPORT 6OZ-SPF30;12;4;3;$7,53;$90,36;8;;$0,00;
SUN & SWIM;79656046632;7965610649;B BOAT ULTMST DP TAN OIL SPF4-6;12;4;3;$6,90;$82,80;29;;$0,00;
SUN & SWIM;794503112017;79450311201;EARPLANES EAR PLUGS ADULT      ;144;12;12;$3,24;$466,56;59;;$0,00;
SUN & SWIM;794503210010;79450321001;EARPLANES EAR PLUGS CHILDS     ;144;12;12;$3,27;$470,88;40;;$0,00;
SUN & SWIM;71249265543;7124926554;LOREAL ADV 3.4OZ CLR LTN SPF50+;24;2;12;$5,05;$121,20;93;;$0,00;
SUN & SWIM;71249270325;7124927032;L'OREAL ADV SUNCRE 4.5Z QCK DRY;6;1;6;$6,02;$36,12;42;;$0,00;
SUN & SWIM;71249174319;7124917431;L'OREAL SUBLIME 4.6Z BRNZE AIRB;6;1;6;$5,95;$35,70;489;;$0,00;
SUN & SWIM;76107044117;7610704411;NATIVE TAN ALOE GEL GREEN 8.45Z;6;1;6;$1,61;$9,66;5;;$0,00;
SUN & SWIM;76107044087;7610704408;NATIVE TAN ALOE VERA LOT 8.45OZ;6;1;6;$1,57;$9,42;46;;$0,00;
SUN & SWIM;76107033036;7610703303;NATIVE TAN OIL NO SUNSCRN 8.45Z;12;1;12;$4,09;$49,08;6;;$0,00;
SUN & SWIM;70501042007;7050104200;NEUT #420 LIP MOISTURIZE .15OZ ;24;4;6;$2,53;$60,72;8;;$0,00;
SUN & SWIM;86800872702;8680087270;NEUT AGE SHEILD FACE 3OZ SPF70 ;12;4;3;$9,23;$110,76;16;;$0,00;
SUN & SWIM;86800870333;8680087033;NEUT BLCK SP70 5OZ WET SKIN KID;12;4;3;$7,34;$88,08;209;;$0,00;
SUN & SWIM;86800110101;8680011010;NEUT SUNBLK FACE/BODY SPF70 1.5;12;1;12;$6,73;$80,76;225;;$0,00;
SUN & SWIM;86800687955;8680068795;NEUT SUNBLK ULT SHEER SPF45-3OZ;12;4;3;$6,79;$81,48;245;;$0,00;
SUN & SWIM;86800687900;8680068790;NEUT SUNBLK ULT SHEER SPF55-3OZ;12;4;3;$6,32;$75,84;245;;$0,00;
SUN & SWIM;86800688457;8680068845;NEUT SUNBLK ULT SHR 5OZ SPF45  ;12;4;3;$6,76;$81,12;24;;$0,00;
SUN & SWIM;86800097679;8680009767;NEUT WETSKN KIDS STK SPF70 .47Z;12;4;3;$5,86;$70,32;277;;$0,00;
SUN & SWIM;897640002224;89764000222;NO-AD SUNSCREEN KIDS SPF50 16OZ;6;1;6;$6,15;$36,90;397;;$0,00;
SUN & SWIM;897640002125;89764000212;NO-AD SUNSCREEN LOT SFP15  16OZ;6;1;6;$4,38;$26,28;36;;$0,00;
SUN & SWIM;897640002804;89764000280;NO-AD SUNSCREEN LOT SPF15  3 OZ;12;1;12;$3,07;$36,84;22;;$0,00;
SUN & SWIM;897640002149;89764000214;NO-AD SUNSCREEN LOT SPF30  16OZ;6;1;6;$5,86;$35,16;350;;$0,00;
SUN & SWIM;897640002811;89764000281;NO-AD SUNSCREEN LOT SPF30  3 OZ;12;1;12;$3,07;$36,84;18;;$0,00;
SUN & SWIM;897640002088;89764000208;NO-AD SUNSCREEN LOT SPF4   16OZ;6;1;6;$4,34;$26,04;40;;$0,00;
SUN & SWIM;897640002187;89764000218;NO-AD SUNSCREEN LOT SPF45  16OZ;6;1;6;$5,86;$35,16;504;;$0,00;
SUN & SWIM;897640002835;89764000283;NO-AD SUNSCREEN LOT SPF45  3 OZ;12;1;12;$2,92;$35,04;3;;$0,00;
SUN & SWIM;897640002248;89764000224;NO-AD SUNSCREEN LOT SPF60  16OZ;6;1;6;$6,53;$39,18;67;;$0,00;
SUN & SWIM;897640002101;89764000210;NO-AD SUNSCREEN LOT SPF8   16OZ;6;1;6;$4,29;$25,74;391;;$0,00;
SUN & SWIM;897640002859;89764000285;NO-AD SUNSCREEN SPORT SPF50 3OZ;12;1;12;$2,92;$35,04;84;;$0,00;
SUN & SWIM;897640002200;89764000220;NO-AD SUNSCREEN SPRT SPF50 16OZ;6;1;6;$6,15;$36,90;197;;$0,00;
SUNDRIES;51131908017;5113190801;3M BUF-PUF DBLE SIDE BDY SPNGE ;24;4;6;$3,72;$89,28;5;;$0,00;
SUNDRIES;51131587885;5113158788;3M BUF-PUF XTRA GNTL SPNGE 1CT ;36;6;6;$3,39;$122,04;8;;$0,00;
SUNDRIES;71169159038;7116915903;BC CANDLE SUPERSTAR 4PC        ;96;8;12;$1,80;$172,80;3;;$0,00;
SUNDRIES;71169710031;7116971003;BC DECOR SILVER SUGAR 2.2OZ    ;72;12;6;$1,24;$89,28;22;;$0,00;
SUNDRIES;71169710598;7116971059;BC SUGAR CINNAMON FLAVOR 2 OZ  ;72;6;12;$0,85;$61,20;1;;$0,00;
SUNDRIES;70330632608;7033063380;BIC LIGHTER CLIC 2PK           ;72;6;12;$1,75;$126,00;8;;$0,00;
SUNDRIES;70330602687;7033060268;BIC-LIGHTR CLD/GRD 2'S   #LCP21;72;6;12;$1,64;$118,08;70;;$0,00;
SUNDRIES;70330603158;7033060315;BIC-LIGHTR CLD/GRD 5'S   #LCP51;36;3;12;$3,84;$138,24;190;;$0,00;
SUNDRIES;70330603011;7033060301;BIC-LIGTR CLD/GD 3S MINI LCJP31;72;6;12;$1,88;$135,36;48;;$0,00;
SUNDRIES;740275011867;74027501187;CATS MEOW CAT TOY              ;12;2;6;$10,01;$120,12;138;;$0,00;
SUNDRIES;75919000922;7591900092;DAMP RID EASY FILL 4-1         ;6;1;6;$3,58;$21,48;79;;$0,00;
SUNDRIES;75919200803;7591920080;DAMP RID HANG MOIST ABS VANLA14;6;1;6;$2,63;$15,78;125;;$0,00;
SUNDRIES;75919001806;7591900180;DAMP RID HANG MST ABSB 14OZ FRS;6;1;6;$2,68;$16,08;727;;$0,00;
SUNDRIES;75919001837;7591900083;DAMP RID HANGING ABSORB 3PK    ;6;1;6;$7,33;$43,98;465;;$0,00;
SUNDRIES;75919001301;7591901120;DAMP RID MOIST ASORBER 42 OZ   ;6;1;6;$3,02;$18,12;329;;$0,00;
SUNDRIES;75919000069;7591900006;DAMP RID REFILLABLE   10.5 OZ  ;6;1;6;$1,93;$11,58;845;;$0,00;
SUNDRIES;46354605300;4635460530;FUNTASTIC MINI BOWLING SET     ;144;6;24;$0,60;$86,40;3;;$0,00;
SUNDRIES;46354260301;4635526030;FUNTASTIC MINI CARD DECK       ;144;6;24;$0,63;$90,72;1;;$0,00;
SUNDRIES;46354810209;4635481020;FUNTASTIC PLAY MONEY           ;144;4;36;$0,52;$74,88;6;;$0,00;
SUNDRIES;46354820000;4635482000;FUNTASTIC RACIN BIKES          ;144;6;24;$0,75;$108,00;4;;$0,00;
SUNDRIES;38257529241;3825752924;HANE'S 3PK MENS ANKLE          ;48;4;12;$2,19;$105,12;42;;$0,00;
SUNDRIES;38257529234;3825752923;HANE'S 3PK MENS CREW           ;48;4;12;$2,37;$113,76;28;;$0,00;
SUNDRIES;38257660784;3825766078;HANE'S 3PK MENS LOW CUT WHT SOX;48;12;4;$2,34;$112,32;43;;$0,00;
SUNDRIES;75338825489;7533882548;HANE'S BOX/BRF 2PK LRG 36-38   ;24;12;2;$5,60;$134,40;81;;$0,00;
SUNDRIES;75338825472;7533882547;HANE'S BOX/BRF 2PK MED BLCK/GRY;24;12;2;$5,67;$136,08;88;;$0,00;
SUNDRIES;75338825496;7533882549;HANE'S BOX/BRF 2PK XL BLCK/GREY;24;12;2;$5,45;$130,80;132;;$0,00;
SUNDRIES;38257687484;3825768748;HANE'S CASUAL LOW CUT SOCKS 1PK;40;20;2;$4,98;$199,20;18;;$0,00;
SUNDRIES;75338826585;7533882658;HANE'S LADY BIKINI WHT SZ 5 3PK;24;12;2;$3,65;$87,60;144;;$0,00;
SUNDRIES;75338826523;7533882652;HANE'S LADY BRIEF ASST SZ 8 3PK;24;12;2;$3,97;$95,28;180;;$0,00;
SUNDRIES;75338826448;7533882644;HANE'S LADY BRIEF WHT SZE 6 3PK;24;12;2;$3,98;$95,52;33;;$0,00;
SUNDRIES;75338826455;7533882645;HANE'S LADY BRIEF WHT SZE 7    ;24;12;2;$3,98;$95,52;31;;$0,00;
SUNDRIES;75338826479;7533882647;HANE'S LADY BRIEF WHT SZE 9 3PK;24;12;2;$3,53;$84,72;196;;$0,00;
SUNDRIES;75338826721;7533882672;HANE'S LADY HI CUT ASST SZ8 3PK;24;12;2;$3,61;$86,64;112;;$0,00;
SUNDRIES;75338826707;7533882670;HANE'S LADY HI-CUT ASST SZ6 3PK;24;12;2;$3,33;$79,92;77;;$0,00;
SUNDRIES;75338826714;7533882671;HANE'S LADY HI-CUT ASST SZE 7  ;24;12;2;$3,72;$89,28;196;;$0,00;
SUNDRIES;38257689204;3825768920;HANE'S LINERS WOMEN SZ 5-9 3PK ;48;12;4;$1,51;$72,48;117;;$0,00;
SUNDRIES;38257689211;3825768921;HANE'S LOWCUT LADIES 3 PK      ;48;12;4;$2,00;$96,00;79;;$0,00;
SUNDRIES;75338660899;7533866089;HANE'S MENS BRIEFS LRG 3 PACK  ;24;6;4;$4,55;$109,20;51;;$0,00;
SUNDRIES;75338003610;7533800361;HANE'S TAGLESS T-SHIRT LRGE 3PK;24;6;4;$7,20;$172,80;48;;$0,00;
SUNDRIES;75338003603;7533800360;HANE'S TAGLESS T-SHIRT M/M 3PK ;24;6;4;$6,65;$159,60;52;;$0,00;
SUNDRIES;75338003627;7533800362;HANE'S TAGLESS T-SHIRT XL 3PK  ;24;6;4;$6,93;$166,32;72;;$0,00;
SUNDRIES;740275011560;74027501158;HOT HUEZ TEMPORARY HAIR CHALK  ;32;4;8;$5,68;$181,76;60;;$0,00;
SUNDRIES;74200677287;7420067728;LEGGS AS ST B - SUNTAN         ;60;1;60;$2,55;$153,00;24;;$0,00;
SUNDRIES;74200678260;7420067826;LEGGS AS ST Q - SUNTAN    CS/60;60;1;60;$2,46;$147,60;13;;$0,00;
SUNDRIES;74200909814;7420090981;LEGGS CNTRL TOP SHEER TOE NUDE ;60;1;60;$2,12;$127,20;109;;$0,00;
SUNDRIES;74200655100;7420065510;LEGGS CONTROL TOP SHEER WHT SZB;60;1;60;$2,22;$133,20;109;;$0,00;
SUNDRIES;74200149265;7420014926;LEGGS E/D THIGH HIGH 3PR SUNTAN;36;1;36;$2,99;$107,64;1;;$0,00;
SUNDRIES;74200148978;7420014897;LEGGS E/DAY KN/HI OFF BLCK 10PK;36;1;36;$3,09;$111,24;154;;$0,00;
SUNDRIES;74200147964;7420014796;LEGGS ED CT SUNTAN 3PK QUEEN SZ;36;1;36;$3,16;$113,76;24;;$0,00;
SUNDRIES;74200148862;7420014886;LEGGS ED KH ST 8PK             ;36;1;36;$3,02;$108,72;51;;$0,00;
SUNDRIES;74200148985;7420014898;LEGGS ED KHST NUDE 10 PK       ;36;1;36;$3,16;$113,76;98;;$0,00;
SUNDRIES;74200148992;7420014899;LEGGS ED KHST SUN 10 PK        ;36;1;36;$3,07;$110,52;123;;$0,00;
SUNDRIES;74200148909;7420014890;LEGGS ED KHST SUN 10 PK        ;36;1;36;$3,06;$110,16;61;;$0,00;
SUNDRIES;74200148886;7420014888;LEGGS EVERYDAY PSKH STND 8PK   ;36;1;36;$3,11;$111,96;156;;$0,00;
SUNDRIES;74200887211;7420088721;LEGGS JST MY SZ K-HI 4PR-TAN/60;60;1;60;$2,15;$129,00;117;;$0,00;
SUNDRIES;74200930740;7420093074;LEGGS KNEE HI NUDE SINGLE      ;192;1;192;$0,38;$72,96;94;;$0,00;
SUNDRIES;74200906011;7420090601;LEGGS KNEE HIGH ND-RT 10PK     ;36;1;36;$3,11;$111,96;130;;$0,00;
SUNDRIES;74200145892;7420014589;LEGGS REG B NUDE - ED 4PK      ;36;1;36;$3,16;$113,76;15;;$0,00;
SUNDRIES;74200652062;7002340542;LEGGS RT CT SE JET BLACK       ;60;1;60;$2,27;$136,20;43;;$0,00;
SUNDRIES;74200652055;7420065205;LEGGS RT CT SE O/BLACK         ;60;1;60;$2,27;$136,20;109;;$0,00;
SUNDRIES;74200652031;7420065203;LEGGS SE CT RT B - NUDE        ;60;1;60;$2,13;$127,80;87;;$0,00;
SUNDRIES;74200652109;61802;LEGGS SE CT RT Q - TAN   CS/60 ;60;1;60;$2,27;$136,20;108;;$0,00;
SUNDRIES;74200655070;7420065507;LEGGS SE CT ST B               ;60;1;60;$2,18;$130,80;15;;$0,00;
SUNDRIES;74200655049;7420065504;LEGGS SE CT ST B - NUDE   CS/60;60;1;60;$2,24;$134,40;109;;$0,00;
SUNDRIES;74200655063;7420065506;LEGGS SE CT ST B - TAUPE  CS/60;60;1;60;$2,29;$137,40;55;;$0,00;
SUNDRIES;74200656084;7420065608;LEGGS SE CT ST Q - SUNTAN CS/60;60;1;60;$2,20;$132,00;41;;$0,00;
SUNDRIES;74200656060;7420065606;LEGGS SE CT ST QUEEN O/BLCK    ;60;1;60;$2,25;$135,00;67;;$0,00;
SUNDRIES;74200608267;7420060826;LEGGS SE ST A - BLACK  CS/60   ;60;1;60;$2,34;$140,40;36;;$0,00;
SUNDRIES;74200608250;7420060825;LEGGS SE ST A - SUNTAN  CS/60  ;60;1;60;$2,20;$132,00;109;;$0,00;
SUNDRIES;74200609233;61803;LEGGS SE ST B - SUNTAN  CS/60  ;60;1;60;$2,29;$137,40;12;;$0,00;
SUNDRIES;74200644432;7002389031;LEGGS SE ST Q - NUDE  CS/60    ;60;1;60;$2,29;$137,40;73;;$0,00;
SUNDRIES;74200608212;7420060821;LEGGS SE ST S - JET BLCK  CS/60;60;1;60;$2,17;$130,20;109;;$0,00;
SUNDRIES;74200609295;7420060929;LEGGS SHEER ENERGY JET BLK SZ B;60;1;60;$2,29;$137,40;85;;$0,00;
SUNDRIES;74200644418;7420064441;LEGGS SHEER ENERGY JET BLK SZ Q;60;1;60;$2,26;$135,60;80;;$0,00;
SUNDRIES;74200608298;7420060829;LEGGS SHEER ENERGY NUDE SIZE A ;60;1;60;$2,20;$132,00;109;;$0,00;
SUNDRIES;74200609257;7420060925;LEGGS SHEER ENERGY NUDE SIZE B ;60;1;60;$2,15;$129,00;98;;$0,00;
SUNDRIES;74200604283;7420060428;LEGGS SHEER ENERGY NUDE SZE B  ;60;1;60;$2,38;$142,80;11;;$0,00;
SUNDRIES;74200644494;7420064449;LEGGS SHEER ENERGY SUNTAN SZ Q ;60;1;60;$2,26;$135,60;86;;$0,00;
SUNDRIES;74200906738;7420090673;LEGGS SHEER VITAL A/S NUDE SZ A;60;1;60;$1,36;$81,60;7;;$0,00;
SUNDRIES;74200906745;7420090674;LEGGS SHEER VITAL A/S NUDE SZ B;60;1;60;$1,66;$99,60;81;;$0,00;
SUNDRIES;74200906707;7420090670;LEGGS SHEER VITAL A/S SUNTAN   ;60;1;60;$1,66;$99,60;72;;$0,00;
SUNDRIES;74200655094;7420065509;LEGGS SHR ENRGY C/T JET BLK SZB;60;1;60;$2,27;$136,20;58;;$0,00;
SUNDRIES;74200656091;7420065609;LEGGS SHR ENRGY C/T JET BLK SZQ;60;1;60;$2,27;$136,20;5;;$0,00;
SUNDRIES;74200655032;7420065503;LEGGS SHR ENRGY C/T OFF BLK SZB;60;1;60;$2,29;$137,40;90;;$0,00;
SUNDRIES;74200652048;7420065204;LEGGS SILKEN MIST C/T SHR A-NDE;60;1;60;$2,24;$134,40;75;;$0,00;
SUNDRIES;74200202076;7420020207;LEGGS SILKEN MST CTB  BMST     ;60;1;60;$1,96;$117,60;49;;$0,00;
SUNDRIES;74200201109;7420020110;LEGGS SLKN MST C/T JET BLK SZ A;60;1;60;$2,05;$123,00;32;;$0,00;
SUNDRIES;74200202106;7420020210;LEGGS SLKN MST C/T JET BLK SZ B;60;1;60;$1,89;$113,40;34;;$0,00;
SUNDRIES;74200203103;7420020310;LEGGS SLKN MST C/T JET BLK SZ Q;60;1;60;$2,03;$121,80;53;;$0,00;
SUNDRIES;74200202069;7420020206;LEGGS SLKN MST C/T MS/TP SZ B  ;60;1;60;$2,00;$120,00;30;;$0,00;
SUNDRIES;74200201086;7420020108;LEGGS SLKN MST C/T SUN BEIGE A ;60;1;60;$2,01;$120,60;3;;$0,00;
SUNDRIES;74200202113;7420020211;LEGGS SLKN MST CNTRL TOP SFTBRW;60;1;60;$2,15;$129,00;76;;$0,00;
SUNDRIES;74200203097;7420020309;LEGGS SLKN MST CT Q - BMST CS60;60;1;60;$2,01;$120,60;45;;$0,00;
SUNDRIES;74200201093;7420020109;LEGGS SLKN MST CTA NUDE        ;60;1;60;$1,95;$117,00;121;;$0,00;
SUNDRIES;74200202083;7420020208;LEGGS SLKN MST CTB - BEIGE     ;60;1;60;$1,96;$117,60;49;;$0,00;
SUNDRIES;74200203066;7420020306;LEGGS SLKN MST CTQ - SBRN CS/60;60;1;60;$2,03;$121,80;28;;$0,00;
SUNDRIES;74200928570;7420092857;LEGGS SM WF B NUDE 1 CT        ;60;1;60;$2,15;$129,00;2;;$0,00;
SUNDRIES;74200928617;7420092861;LEGGS SM WF JET BLACK 1 CT     ;60;1;60;$2,04;$122,40;44;;$0,00;
SUNDRIES;74200031010;7420003101;LEGGS TIGHT SILKY A BLACK SMALL;36;12;3;$1,74;$62,64;28;;$0,00;
SUNDRIES;74200032017;7420003201;LEGGS TIGHT SILKY BLACK        ;36;12;3;$2,22;$79,92;37;;$0,00;
SUNDRIES;74200033014;7420003301;LEGGS TIGHT SILKY BLACK SZ LARG;36;1;36;$2,17;$78,12;21;;$0,00;
SUNDRIES;74200937091;7420093709;LEGGS TROUSER SOCKS BLACK      ;72;24;3;$1,23;$88,56;14;;$0,00;
SUNDRIES;74200937107;7420093710;LEGGS TROUSER SOCKS CLSC BRWN  ;72;24;3;$1,19;$85,68;8;;$0,00;
SUNDRIES;74200039047;7420003904;LEGGS TS TEXSILK NAVY          ;72;24;3;$1,08;$77,76;5;;$0,00;
SUNDRIES;74200039023;15264;LEGGS TST EX SLK WHITE         ;72;24;3;$1,10;$79,20;30;;$0,00;
SUNDRIES;70011726411;7001172641;NO-NONSENSE C/T SHR TOE SZE B  ;72;12;6;$2,05;$147,60;40;;$0,00;
SUNDRIES;70011123883;7001112388;NO-NONSENSE SILK BEIGE SZE B   ;36;12;3;$2,16;$77,76;42;;$0,00;
SUNDRIES;70011123890;7001112389;NO-NONSENSE SILK INDULGE BISQUE;36;12;3;$2,19;$78,84;60;;$0,00;
SUNDRIES;70011118742;7001111874;NO-NONSENSE SMART SUPPORT BEIGE;36;12;3;$2,33;$83,88;29;;$0,00;
SUNDRIES;70011118698;7001111869;NO-NONSENSE SMRT SUPRT BGE SZ A;36;12;3;$2,34;$84,24;9;;$0,00;
SUNDRIES;70011928600;7001192860;NO-NONSNS ALL OVR SHAP BEIG MST;36;12;3;$2,93;$105,48;39;;$0,00;
SUNDRIES;70011746839;7001174683;NO-NONSNS CNTRL TP R/T TAN     ;72;12;6;$2,09;$150,48;12;;$0,00;
SUNDRIES;70011870213;7001187021;NO-NONSNS CONTROL TP S/T OFF BL;72;12;6;$1,66;$119,52;31;;$0,00;
SUNDRIES;70011804447;7001180444;NO-NONSNS CTRL TP Q2 TAN       ;72;12;6;$2,08;$149,76;44;;$0,00;
SUNDRIES;70011870244;7001187024;NO-NONSNS CTRL TP SF OFF BLACK ;72;12;6;$1,53;$110,16;41;;$0,00;
SUNDRIES;70011804614;4859;NO-NONSNS K/HIGH R/TOE TAN 4PR ;72;12;6;$0,64;$46,08;33;;$0,00;
SUNDRIES;70011866940;7001186694;NO-NONSNS K/HIGH TAN QUEEN 2PK ;72;12;6;$1,54;$110,88;23;;$0,00;
SUNDRIES;70011786095;7001178609;NO-NONSNS KNEE HI RT NUDE      ;72;12;6;$1,52;$109,44;19;;$0,00;
SUNDRIES;70011786101;7001178610;NO-NONSNS KNEE HI RT TAN       ;72;12;6;$1,53;$110,16;8;;$0,00;
SUNDRIES;70011786057;7001178605;NO-NONSNS KNEE HI SF TAN       ;72;12;6;$1,51;$108,72;52;;$0,00;
SUNDRIES;70011840162;7001184016;NO-NONSNS P HOSE STW ST NUDE   ;72;12;6;$1,60;$115,20;6;;$0,00;
SUNDRIES;70011840216;7001184021;NO-NONSNS P/HOSE STW SF BLACK  ;72;12;6;$1,60;$115,20;6;;$0,00;
SUNDRIES;70011840230;7001184023;NO-NONSNS REG R/T TAN          ;72;12;6;$1,60;$115,20;26;;$0,00;
SUNDRIES;70011870152;7001187015;NO-NONSNS REG S/T OFF BLACK    ;72;12;6;$1,60;$115,20;31;;$0,00;
SUNDRIES;70011746815;7001174681;NO-NONSNSE C/TOP RT NUD B 1CT  ;72;12;6;$2,10;$151,20;6;;$0,00;
SUNDRIES;70011046533;7001104653;NO-NONSNSE C/TOP RT TAN Q 1CT  ;72;12;6;$2,04;$146,88;44;;$0,00;
SUNDRIES;70011726435;7001172643;NO-NONSNSE CTRL T  #87 TAN 1PK ;72;12;6;$1,91;$137,52;9;;$0,00;
SUNDRIES;70011786040;7001178604;NO-NONSNSE KNEE NUDE #029 1PK  ;72;12;6;$1,53;$110,16;44;;$0,00;
SUNDRIES;70011840001;7001184000;NO-NONSNSE REG RT NUD A 1CT    ;72;12;6;$1,61;$115,92;4;;$0,00;
SUNDRIES;70011840070;7001184007;NO-NONSNSE REG RT TAN B 1CT    ;72;12;6;$1,61;$115,92;19;;$0,00;
SUNDRIES;70011804409;7001180440;NO-NONSNSE REG RT TAN Q2 1CT   ;72;12;6;$1,52;$109,44;18;;$0,00;
SUNDRIES;754502022922;75450202292;PEDI SPIN FOOT SMOOTHER        ;12;2;6;$5,86;$70,32;48;;$0,00;
SUNDRIES;78300063223;7830006322;PLAYTEX H/SAVER ASST GLOVE LARG;144;24;6;$1,30;$187,20;109;;$0,00;
SUNDRIES;78300063216;7830006321;PLAYTEX HAND SAVER GLOVE MED   ;144;24;6;$1,35;$194,40;25;;$0,00;
SUNDRIES;78300063209;7830006320;PLAYTEX HAND SAVER GLOVE SMALL ;144;24;6;$1,17;$168,48;71;;$0,00;
SUNDRIES;78300063087;7830006308;PLAYTEX LIVING GLOVE LGE       ;72;12;6;$1,64;$118,08;134;;$0,00;
SUNDRIES;78300063070;7830006307;PLAYTEX LIVING GLOVE MED       ;72;12;6;$1,83;$131,76;150;;$0,00;
SUNDRIES;78300063063;7830006306;PLAYTEX LIVING GLOVE SML       ;72;12;6;$1,73;$124,56;32;;$0,00;
SUNDRIES;37900220191;3790022019;RONSON FLINTS 6PK              ;144;12;12;$0,31;$44,64;19;;$0,00;
SUNDRIES;37900992135;3790099213;RONSON GLOSSTEK 12 OZ          ;12;1;12;$1,16;$13,92;77;;$0,00;
SUNDRIES;740275011485;74027501150;RUGGIES RUG GRIPPERS 8PK       ;32;4;8;$4,09;$130,88;90;;$0,00;
SUNDRIES;735541208058;73554120805;SHED ENDER PRO #0806           ;12;1;12;$3,90;$46,80;64;;$0,00;
SUNDRIES;754502025541;75450202554;STUFZ AMERICAS STUFFED BURGER  ;12;2;6;$4,69;$56,28;124;;$0,00;
SUNDRIES;79441004038;7944100403;VANNESS CAT PAN - GIANT        ;12;1;12;$4,93;$59,16;40;;$0,00;
SUNDRIES;79441422207;7944142220;VANNESS CAT PAN LINER 20 CT    ;6;1;6;$4,58;$27,48;96;;$0,00;
SUNDRIES;79441422214;7944142221;VANNESS CAT SCRATCH PAD 1CT    ;6;1;6;$3,06;$18,36;270;;$0,00;
